id,name,company_id,comment,website,create_date,color,active,street,supplier,city,display_name,zip,title,country_id,commercial_company_name,parent_id,company_name,employee,ref,email,is_company,function,lang,fax,street2,barcode,phone,write_date,date,tz,write_uid,customer,create_uid,credit_limit,user_id,mobile,type,partner_share,vat,state_id,commercial_partner_id,notify_email,message_last_post,opt_out,message_bounce,signup_type,signup_expiration,signup_token,team_id,debit_limit,last_time_entries_checked,invoice_warn_msg,invoice_warn,calendar_last_notif_ack,sale_warn_msg,sale_warn,picking_warn,picking_warn_msg,purchase_warn,purchase_warn_msg,main_id_number,main_id_category_id,gross_income_type,afip_responsability_type_id,gross_income_number,start_date,imp_ganancias_padron,actividad_monotributo_padron,integrante_soc_padron,last_update_padron,estado_padron,monotributo_padron,imp_iva_padron,empleador_padron,employee_id,drei,transport_id,contact_person,woo_customer_id,woo_company_name_ept,email_collections,apg_warn,apg_warn_msg,market_id,sale_quote_template_id,sale_discount
83905,Cliente 83905,1,,,2/23/21 12:10,0,TRUE,Direccion cliente 83905,FALSE,CABA,Cliente 83905,1425,,11,,83904,,FALSE,,,FALSE,,es_AR,,,,,3/4/21 15:31,,,1,FALSE,1,0,,,delivery,TRUE,,553,83904,always,,FALSE,,,,,,0,,,no-message,,,no-message,no-message,,no-message,,,35,,6,,,,,,,,,,FALSE,,,,,,,,no-message,,9,,0
82999,Cliente 82999,1,,,10/8/20 18:20,0,TRUE,Direccion cliente 82999,FALSE,Nuñez,Cliente 82999,1429,,11,,,,FALSE,,,FALSE,,es_AR,,,,,3/4/21 15:31,,,1,TRUE,1,,,,,TRUE,,552,82999,always,,FALSE,,,,,,,,,no-message,,,no-message,no-message,,no-message,,,35,,6,,,,,,,,,,FALSE,,,,,2_901,,,no-message,,9,,0
83000,Cliente 83000,1,,,10/8/20 18:20,0,TRUE,Direccion cliente 83000,FALSE,Nuñez,Cliente 83000,1429,,11,,82999,,FALSE,,,FALSE,,es_AR,,,,,3/4/21 15:31,,,1,FALSE,1,0,,,delivery,TRUE,,552,82999,always,,FALSE,,,,,,0,,,no-message,,,no-message,no-message,,no-message,,,35,,6,,,,,,,,,,FALSE,,,,,,,,no-message,,9,,0
74719,Cliente 74719,1,,,7/14/20 13:50,0,TRUE,Direccion cliente 74719,FALSE,CABA,Cliente 74719,1414,,11,,,,FALSE,,,FALSE,,es_AR,,,,,3/4/21 15:31,,,1,TRUE,1,,,,,TRUE,,552,74719,always,,FALSE,,,,,,,,,no-message,,,no-message,no-message,,no-message,,,35,,6,,,,,,,,,,FALSE,,,,,,,,no-message,,9,,0
73897,Cliente 73897,1,,,4/23/20 16:02,0,TRUE,Direccion cliente 73897,FALSE,Buenos Aires,Cliente 73897,1417,,11,,,,FALSE,,,FALSE,,es_AR,,,,,3/4/21 15:31,,America/Argentina/Buenos_Aires,1,TRUE,8,,,,,TRUE,,552,73897,always,,FALSE,,,,,,,,,no-message,,,no-message,no-message,,no-message,,,35,,6,,,,,,,,,,FALSE,,,,,2_233,,,no-message,,,,0
73898,Cliente 73898,1,,,4/23/20 16:02,0,FALSE,Direccion cliente 73898,FALSE,Buenos Aires,Cliente 73898,1417,,,,73897,,FALSE,,,FALSE,,es_AR,,,,,3/4/21 15:31,,America/Argentina/Buenos_Aires,1,FALSE,8,0,,,delivery,TRUE,,278,73897,always,,FALSE,,,,,,0,,,no-message,,,no-message,no-message,,no-message,,,35,,6,,,,,,,,,,FALSE,,,,,,,,no-message,,,,0
74720,Cliente 74720,1,,,7/14/20 13:50,0,TRUE,Direccion cliente 74720,FALSE,CABA,Cliente 74720,1414,,11,,74719,,FALSE,,,FALSE,,es_AR,,,,,3/4/21 15:31,,,1,FALSE,1,0,,,delivery,TRUE,,552,74719,always,,FALSE,,,,,,0,,,no-message,,,no-message,no-message,,no-message,,,35,,6,,,,,,,,,,FALSE,,,,,,,,no-message,,,,0
74405,Cliente 74405,1,,,6/10/20 13:50,0,TRUE,Direccion cliente 74405,FALSE,CABA,Cliente 74405,1424,,11,,,,FALSE,,,FALSE,,es_AR,,,,,3/4/21 15:31,,,1,TRUE,1,,,,,TRUE,,552,74405,always,,FALSE,,,,,,,,,no-message,,,no-message,no-message,,no-message,,,35,,6,,,,,,,,,,FALSE,,,,,,,,no-message,,9,,0
74406,Cliente 74406,1,,,6/10/20 13:50,0,TRUE,Direccion cliente 74406,FALSE,CABA,Cliente 74406,1424,,11,,74405,,FALSE,,,FALSE,,es_AR,,,,,3/4/21 15:31,,,1,FALSE,1,0,,,delivery,TRUE,,552,74405,always,,FALSE,,,,,,0,,,no-message,,,no-message,no-message,,no-message,,,35,,6,,,,,,,,,,FALSE,,,,,,,,no-message,,,,0
9348,Cliente 9348,1,,,10/1/19 18:26,0,TRUE,Direccion cliente 9348,TRUE,,Cliente 9348,,,,,,,FALSE,,,FALSE,,es_AR,,,,,3/4/21 15:31,,America/Argentina/Buenos_Aires,1,FALSE,6,,,,contact,TRUE,,,9348,always,,FALSE,0,,,,,,,,no-message,,,no-message,no-message,,no-message,,,25,,1,,,,,,,,,,FALSE,,,,,,,,no-message,,,,0
